INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff"
171,10007764,SCOT,Heriot-Watt University†,15,General Engineering,Z,126
171,10007764,SCOT,Heriot-Watt University†,16,"Architecture, Built Environment and Planning",Z,44
171,10007764,SCOT,Heriot-Watt University†,19,Business and Management Studies,Z,60
171,10007764,SCOT,Heriot-Watt University†,28,Modern Languages and Linguistics,Z,16
171,10007764,SCOT,Heriot-Watt University†,34,"Art and Design: History, Practice and Theory",Z,10
171,10007764,SCOT,Heriot-Watt University†,N/A,UoA not recorded,Not recorded,191
100,10005337,SCOT,"Queen Margaret University, Edinburgh",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,85
100,10005337,SCOT,"Queen Margaret University, Edinburgh",4,"Psychology, Psychiatry and Neuroscience",Z,10
100,10005337,SCOT,"Queen Margaret University, Edinburgh",19,Business and Management Studies,Z,31
100,10005337,SCOT,"Queen Margaret University, Edinburgh",24,Anthropology and Development Studies,Z,11
100,10005337,SCOT,"Queen Margaret University, Edinburgh",28,Modern Languages and Linguistics,Z,21
100,10005337,SCOT,"Queen Margaret University, Edinburgh",35,"Music, Drama, Dance and Performing Arts",Z,13
100,10005337,SCOT,"Queen Margaret University, Edinburgh",36,"Communication, Cultural and Media Studies, Library and Information Management",Z,20
100,10005337,SCOT,"Queen Margaret University, Edinburgh",N/A,UoA not recorded,Not recorded,1
104,10005500,SCOT,The Robert Gordon University,2,"Public Health, Health Services and Primary Care",Z,19
104,10005500,SCOT,The Robert Gordon University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,96
104,10005500,SCOT,The Robert Gordon University,4,"Psychology, Psychiatry and Neuroscience",Z,3
104,10005500,SCOT,The Robert Gordon University,5,Biological Sciences,Z,18
104,10005500,SCOT,The Robert Gordon University,7,Earth Systems and Environmental Sciences,Z,8
104,10005500,SCOT,The Robert Gordon University,11,Computer Science and Informatics,Z,41
104,10005500,SCOT,The Robert Gordon University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,3
104,10005500,SCOT,The Robert Gordon University,14,Civil and Construction engineering,Z,7
104,10005500,SCOT,The Robert Gordon University,15,General Engineering,Z,34
104,10005500,SCOT,The Robert Gordon University,16,"Architecture, Built Environment and Planning",Z,21
104,10005500,SCOT,The Robert Gordon University,19,Business and Management Studies,Z,68
104,10005500,SCOT,The Robert Gordon University,20,Law,Z,31
104,10005500,SCOT,The Robert Gordon University,21,Politics and International Studies,Z,5
104,10005500,SCOT,The Robert Gordon University,22,Social Work and Social Policy,Z,22
104,10005500,SCOT,The Robert Gordon University,23,Sociology,Z,1
104,10005500,SCOT,The Robert Gordon University,24,Anthropology and Development Studies,Z,1
104,10005500,SCOT,The Robert Gordon University,25,Education,Z,43
104,10005500,SCOT,The Robert Gordon University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,10
104,10005500,SCOT,The Robert Gordon University,34,"Art and Design: History, Practice and Theory",Z,13
104,10005500,SCOT,The Robert Gordon University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,42
104,10005500,SCOT,The Robert Gordon University,N/A,UoA not recorded,Not recorded,3
101,10005561,SCOT,Royal Conservatoire of Scotland,35,"Music, Drama, Dance and Performing Arts",Z,52
173,10007803,SCOT,The University of St Andrews,1,Clinical Medicine,Z,28
173,10007803,SCOT,The University of St Andrews,4,"Psychology, Psychiatry and Neuroscience",Z,39
173,10007803,SCOT,The University of St Andrews,5,Biological Sciences,Z,67
173,10007803,SCOT,The University of St Andrews,8,Chemistry,Z,37
173,10007803,SCOT,The University of St Andrews,9,Physics,Z,41
173,10007803,SCOT,The University of St Andrews,10,Mathematical Sciences,Z,33
173,10007803,SCOT,The University of St Andrews,11,Computer Science and Informatics,Z,29
173,10007803,SCOT,The University of St Andrews,17,"Geography, Environmental Studies and Archaeology",Z,46
173,10007803,SCOT,The University of St Andrews,18,Economics and Econometrics,Z,31
173,10007803,SCOT,The University of St Andrews,19,Business and Management Studies,Z,26
173,10007803,SCOT,The University of St Andrews,21,Politics and International Studies,Z,37
173,10007803,SCOT,The University of St Andrews,24,Anthropology and Development Studies,Z,17
173,10007803,SCOT,The University of St Andrews,28,Modern Languages and Linguistics,Z,41
173,10007803,SCOT,The University of St Andrews,29,English Language and Literature,Z,30
173,10007803,SCOT,The University of St Andrews,30,History,Z,44
173,10007803,SCOT,The University of St Andrews,31,Classics,Z,15
173,10007803,SCOT,The University of St Andrews,32,Philosophy,Z,23
173,10007803,SCOT,The University of St Andrews,33,Theology and Religious Studies,Z,20
173,10007803,SCOT,The University of St Andrews,34,"Art and Design: History, Practice and Theory",Z,17
173,10007803,SCOT,The University of St Andrews,35,"Music, Drama, Dance and Performing Arts",Z,8
175,10005700,SCOT,SRUC,6,"Agriculture, Veterinary and Food Science",Z,58
175,10005700,SCOT,SRUC,N/A,UoA not recorded,Not recorded,77
174,10007804,SCOT,The University of Stirling,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,42
174,10007804,SCOT,The University of Stirling,4,"Psychology, Psychiatry and Neuroscience",Z,20
174,10007804,SCOT,The University of Stirling,6,"Agriculture, Veterinary and Food Science",Z,32
174,10007804,SCOT,The University of Stirling,7,Earth Systems and Environmental Sciences,Z,19
